1000
troth	10000001110010001
PAGE	10000000011111111
CRESSIDA	10000001000011110
CORIOLANUS	10000000111111100
lords	10000000011100111
grace	10000000100011010
give	10000000000110001
MOTH	10000001110000010
high	10000000101001000
heard	10000000011010111
villain	10000000101011011
mortal	10000001101111110
something	10000001001010000
want	10000001010010101
sense	10000001011000001
Lord	10000000001010100
keep	10000000010011111
YOUR	10000000110100100
presently	10000001010010001
needs	10000001001110011
court	10000000100101110
thing	10000000011001001
rather	10000000100001011
comfort	10000001000000110
brain	10000001110000100
write	10000001100111000
till	10000000010100111
LUCENTIO	10000001110110010
sword	10000000011001111
answer	10000000010101111
PISTOL	10000001001101101
Their	10000001001110001
consent	10000001111010110
SALISBURY	10000001101111010
suffer	10000001101010011
foolish	10000001110000101
beauty	10000000101100000
after	10000000011010110
TOBY	10000001000010100
FORD	10000000101101100
Will	10000000010000110
wrong	10000000100011111
blood	10000000001011000
coming	10000001001100110
such	10000000000100111
grow	10000001010011010
times	10000000110000010
thought	10000000011000001
short	10000001101001011
remember	10000001001001111
light	10000000100101100
DEMETRIUS	10000001011101001
tale	10000001100001011
sons	10000001000100001
Farewell	10000000111000010
enter	10000000011000011
pleasure	10000000111110110
Speak	10000000110110100
dream	10000001010110101
wouldst	10000001100001100
talk	10000000101101111
ADRIANA	10000001111011100
What	10000000000001010
help	10000000100010101
office	10000001010101011
piece	10000001111000111
indeed	10000000011001000
over	10000000110111011
Henry	10000000101010110
soon	10000001010000100
years	10000000111001111
BENEDICTINE	10000000110001011
banish	10000001011110001
paper	10000001100101111
through	10000000101011010
looks	10000000110101111
WARWICK	10000000100111100
hell	10000001000010110
cold	10000000111001001
still	10000000010000100
WITH	10000000110001000
worship	10000001101000000
before	10000000001100000
Think	10000001111010011
Hero	10000001010110111
thank	10000000100010001
faults	10000001101110000
pray	10000000001110100
deeds	10000001011100111
bosom	10000001010100111
Here	10000000001011101
better	10000000001101110
maid	10000000111011100
parts	10000001100100111
choose	10000001101101101
might	10000000010010011
Grace	10000000011101101
HASTINGS	10000001101101001
fool	10000000010110110
then	10000000000011100
them	10000000000010011
good	10000000000001100
return	10000000101011101
Highness	10000000111001011
prithee	10000001010001100
thee	10000000000000111
withal	10000001010010010
COMMERCIALLY	10000000110001111
break	10000000101000100
Away	10000001000000001
Rome	10000000011010001
they	10000000000010100
hands	10000000011110000
foot	10000000111101101
Friar	10000001011111010
LADY	10000000111111101
PRINCE	10000000111111011
FIRST	10000000001100010
masters	10000001111011000
speaks	10000001010111101
name	10000000001011011
BUCKINGHAM	10000000111111000
servant	10000001001011101
sworn	10000001010100001
PANDARUS	10000001000010000
feast	10000001101110111
COPIES	10000000010101001
bless	10000001101110101
Hath	10000000100000111
ANTIPHOLUS	10000000110101010
OTHELLO	10000000100010110
truth	10000000011011101
each	10000000111000100
found	10000000101100001
went	10000001110001010
side	10000000111101110
English	10000001000101011
mean	10000000100001010
heavy	10000001000011101
PERSONAL	10000000110011100
harm	10000001101111101
From	10000000011001110
Faith	10000001110100001
house	10000000001110110
hard	10000001000000111
Aside	10000000011011010
DROMIO	10000000111010000
Which	10000000000111100
year	10000001101011110
morning	10000001010101000
witness	10000001100100001
More	10000000101100100
stands	10000001010011101
given	10000000111011010
attend	10000001101000101
confess	10000001010011001
since	10000000100001110
Great	10000001110100010
Romeo	10000001001000010
content	10000001001110111
laid	10000001111000110
health	10000001110101000
ANNE	10000001100011010
DESDEMONA	10000001000011010
forth	10000000010111011
Must	10000001010000010
Glou	10000001011100110
THIRD	10000001000110100
PERMISSION	10000000110011011
This	10000000000101001
hang	10000000111110000
little	10000000010001000
free	10000000111100000
fortunes	10000001100011100
reason	10000000100010100
base	10000001001100010
Stand	10000001011010010
plague	10000001111011010
mistress	10000000100101000
care	10000000101111111
PROJECT	10000000101111100
question	10000001001011100
Being	10000001011110000
could	10000000001101111
days	10000000101110110
honest	10000000100010111
KATHERINA	10000001101001110
turn	10000000011101011
thine	10000000010011110
place	10000000010010110
TIME	10000000101111110
hence	10000000011110011
think	10000000000110111
first	10000000010001011
Even	10000000100110110
already	10000001001111110
BERTRAM	10000001010110011
READABLE	10000000110011111
There	10000000001001011
yourself	10000000100100010
Till	10000000110100101
USED	10000000110100001
done	10000000001011001
fast	10000001010011100
another	10000000011000010
CELIA	10000001011000101
force	10000001101001001
ring	10000000011111010
WORKS	10000000110001001
open	10000001010000111
Harry	10000001011111011
SICINIUS	10000001010010011
Exeunt	10000000000110000
horse	10000000100111111
weep	10000001000100100
heads	10000001100010110
service	10000000101101000
bears	10000001101001111
twenty	10000001001000100
least	10000001101100001
Signior	10000001100010100
their	10000000000010101
PROTEUS	10000001000100111
master	10000000010000001
title	10000001110101110
pains	10000001110101010
LORD	10000000010111010
white	10000001010001000
JOHN	10000000110110111
Flourish	10000001110000001
friend	10000000010011101
gives	10000001100010000
eyes	10000000001010010
Fortune	10000001101100011
that	10000000000000000
serve	10000000111011110
took	10000001001001000
Jove	10000001111010001
wisdom	10000001110011111
part	10000000010000010
WORLD	10000000110100011
BOYET	10000001110111110
kept	10000001110000110
believe	10000000111010110
herself	10000001110101001
than	10000000000011111
king	10000000010110100
kind	10000000100100000
hundred	10000001100001001
Love	10000001010110100
LAFEU	10000001100000011
MACBETH	10000000110000001
youth	10000000100011000
matter	10000000011001101
EPHESUS	10000001001000000
marriage	10000001011101111
loves	10000000110111110
were	10000000000100011
DISTRIBUTION	10000000110010001
beard	10000001101111011
oath	10000001001011111
GLOUCESTER	10000000010011100
fashion	10000001100010101
false	10000000100001111
COMPLETE	10000000110000011
Richard	10000000111100101
CLEOPATRA	10000000100111010
Peace	10000001001101110
mind	10000000011000100
mine	10000000000101100
POMPEY	10000001011011001
gentle	10000000011010011
himself	10000000010011001
Call	10000001011001001
have	10000000000000100
close	10000001101111100
need	10000000111101000
seen	10000000100100011
seem	10000000110101110
seek	10000000101111010
worst	10000001101000001
Fool	10000001111100000
Then	10000000001001101
strength	10000001011010110
PRINCESS	10000001100000101
POSTHUMUS	10000001101110100
self	10000000110001010
aside	10000001010100110
note	10000001001111000
labour	10000001110011110
take	10000000000110011
They	10000000001100111
haste	10000001001000111
subject	10000001100111111
With	10000000000110101
conscience	10000001011011110
play	10000000011100000
sure	10000000100100100
though	10000000010110001
knew	10000001000101101
HORTENSIO	10000001111001111
INCLUDES	10000000110010101
MACHINE	10000000110011000
most	10000000000110110
said	10000000011000000
mouth	10000001001101001
letter	10000000100111001
Enter	10000000000010010
nothing	10000000001111000
grave	10000000111100111
shalt	10000000100001101
deny	10000001010111110
takes	10000001110111011
writ	10000001110000000
proud	10000000111000001
Some	10000000101000011
Scene	10000001100010011
face	10000000010100010
Bene	10000001010011011
wind	10000000111110010
lordship	10000001011000000
uncle	10000000111000110
pretty	10000001100011101
came	10000000100000000
Whose	10000000101001110
gold	10000000101110000
show	10000000010011000
Paris	10000001101101011
gentleman	10000000100000010
queen	10000000111001010
ORLANDO	10000001010000101
favour	10000001010001010
bring	10000000010111111
PROHIBITED	10000000110011101
Kent	10000000111000101
Under	10000001111010100
earth	10000000011110010
fear	10000000001100001
heavens	10000001010101100
fine	10000001110100111
find	10000000010000000
ground	10000001000011111
Timon	10000001100111010
BARDOLPH	10000001011000100
just	10000001010110000
music	10000001000101010
justice	10000001001110010
true	10000000001000111
THAT	10000000101111101
enough	10000000100001000
French	10000001000001111
should	10000000000100001
CHARGES	10000000110001100
tears	10000000100011011
going	10000001101010001
black	10000001000111010
York	10000000101001010
rich	10000001000110111
money	10000000111110001
hope	10000000011001100
Roman	10000001100101011
move	10000001101111111
above	10000001011000111
means	10000000100100110
beat	10000001011011011
Marry	10000000111011111
watch	10000001010010110
perceive	10000001110101011
bear	10000000001111110
truly	10000001011000011
cannot	10000000001001010
MARGARET	10000001010111000
breast	10000001101101100
words	10000000010101101
report	10000001001110100
ACHILLES	10000001111001101
CASSIUS	10000001001111010
Gloucester	10000001000001101
enemy	10000001000011100
beseech	10000000110100110
Because	10000001100101000
curse	10000001101101111
course	10000001000110110
THIS	10000000101111000
married	10000001001100101
shape	10000001111100110
yield	10000001010101111
SUFFOLK	10000001000000010
common	10000001001001100
dangerous	10000001101110110
OLIVIA	10000001001110101
where	10000000001001111
MALVOLIO	10000001101110011
husband	10000000011101111
ears	10000001000111100
madam	10000000011101000
BASTARD	10000001010101010
fair	10000000001001100
Warwick	10000000111101100
France	10000000010101000
lion	10000001100101110
seal	10000001111001010
tender	10000001001100000
SUCH	10000000110000110
John	10000000011010000
best	10000000010011011
wonder	10000001011110111
danger	10000001101100101
appear	10000001010010111
Good	10000000001110011
brave	10000001001100011
spirits	10000001011100010
EVANS	10000001100101001
That	10000000000001001
thyself	10000000111010100
away	10000000001010000
please	10000000011100010
LIBRARY	10000000110010110
prince	10000001011100000
sport	10000001011100011
case	10000001100011011
state	10000000011110111
dost	10000000011011011
between	10000000110111001
scorn	10000001100111110
TROILUS	10000001000101111
neither	10000001001000011
Than	10000000010100000
tent	10000001110001001
King	10000000000100110
terms	10000001110011000
nature	10000000011100001
weak	10000001101001101
sorrow	10000000111011001
deliver	10000001011011111
Against	10000001001111001
PAROLLES	10000001000100110
here	10000000000010110
merry	10000001000100000
Were	10000000110110110
DOWNLOAD	10000000110010010
news	10000000011111000
come	10000000000011011
pity	10000000110101000
both	10000000001111010
toward	10000001110010000
last	10000000100101111
Give	10000000011100101
thou	10000000000000101
many	10000000001111001
hours	10000001010000110
against	10000000010010001
PROSPERO	10000001010100000
anon	10000001110000011
EDWARD	10000000111111001
Cassio	10000001001110000
whole	10000001011010111
comes	10000000001101000
wear	10000000111000111
duty	10000001001010110
Would	10000000100011001
point	10000001001101011
SERVANT	10000000100101011
sweet	10000000001010110
others	10000000111011101
COMMERCIAL	10000000110001110
walk	10000001010100101
alone	10000000101010001
slain	10000001010111100
LONG	10000000110010111
laugh	10000001100011000
cousin	10000000101001011
kings	10000001100101101
trust	10000001000111111
ELECTRONIC	10000000010101011
speak	10000000000110010
late	10000000110111101
devil	10000000101001111
palace	10000001001010011
three	10000000011001011
been	10000000001010001
mark	10000001001001010
breath	10000000101011001
whom	10000000011011100
much	10000000000110100
life	10000000000111110
Clarence	10000001101101000
general	10000000111010011
PROVIDED	10000000110000100
fire	10000000100101001
thousand	10000000011101100
DISTRIBUTED	10000000010101010
else	10000000010110101
SECOND	10000000010001101
lives	10000000111001110
YORK	10000000100101010
order	10000001110111001
child	10000000101011100
Hark	10000001101000010
THERSITES	10000001101100100
doth	10000000001000011
spirit	10000000100110010
present	10000000101000101
gracious	10000000111010111
sound	10000001000001110
myself	10000000001111101
look	10000000001010101
Hector	10000001001010001
these	10000000000101010
plain	10000001011110100
straight	10000001001101010
Brutus	10000000111101010
will	10000000000000110
cast	10000001110100110
near	10000000100110001
country	10000000111100110
wild	10000001110111101
Troilus	10000001110100101
voice	10000001000111011
ARMADO	10000001100001000
almost	10000001001111101
thus	10000000001100101
pluck	10000001011110101
shame	10000000100000110
itself	10000000101001100
jest	10000001100111011
ready	10000001010111011
Tell	10000000111010101
grant	10000001101100110
Beat	10000001011100100
things	10000000011111001
make	10000000000011110
valour	10000001101100111
cross	10000001101101110
same	10000000101000110
gentlemen	10000001001001110
read	10000000111101001
GUTENBERG	10000000101111011
strange	10000000101000000
speech	10000001010101110
offence	10000001110001111
fill	10000001111000100
noble	10000000001101010
MENENIUS	10000000111101011
slave	10000001010101101
flesh	10000001010001011
drink	10000001001011001
upon	10000000000100000
hand	10000000000111111
KATHARINE	10000001101101010
purpose	10000000110101011
Antony	10000000101011110
judgment	10000001101010010
thoughts	10000000101000111
ANGELO	10000001010001110
mercy	10000001000010001
colour	10000001111000011
didst	10000001001101000
well	10000000000010111
Mine	10000001110001100
morrow	10000000011101001
person	10000001001010100
without	10000000100000100
command	10000001000110101
Have	10000000010010100
mother	10000000010110010
hearts	10000001000001011
knight	10000001011001100
yours	10000000100110111
left	10000000101001101
gates	10000001101011001
Never	10000001100000100
kiss	10000000101111001
RICHARD	10000000011011000
less	10000000101101110
being	10000000001110101
gods	10000000100010011
half	10000000101101010
rest	10000000011010010
mighty	10000001100100101
kill	10000000011111100
thanks	10000001011001101
CITIZEN	10000000111110100
touch	10000001000111110
speed	10000001100001010
BRUTUS	10000000011111101
unto	10000000011001010
begin	10000001101010000
fearful	10000001110110110
death	10000000001000001
IMOGEN	10000001001111100
seems	10000001100110010
SHALLOW	10000001000101000
royal	10000000110101001
LUCIUS	10000001000111001
PROVOST	10000001110011010
CAESAR	10000001000010111
prison	10000001111001001
save	10000001000111101
warrant	10000001000000100
city	10000001001111111
match	10000001101110001
gave	10000000101101001
kingdom	10000001101011011
Both	10000001111011110
which	10000000000100010
Thou	10000000000111010
GENTLEMAN	10000000110110000
virtuous	10000001110010010
awhile	10000001101010111
five	10000001011101100
know	10000000000011000
birth	10000001111100010
world	10000000001010011
lady	10000000001101101
fools	10000001101100000
dare	10000000110111010
desire	10000000110000000
loss	10000001011101101
CLOTEN	10000001110101111
England	10000000011100100
like	10000000000011010
lost	10000000100110000
patience	10000001000110001
COUNTESS	10000001100001110
Within	10000001001000110
Claudio	10000001010011111
twas	10000001101001100
heart	10000000000101101
chamber	10000001011011101
Troy	10000001110010100
London	10000001010001111
either	10000001011110010
night	10000000001000100
become	10000001010100010
fault	10000001000010101
soft	10000001111001011
Prince	10000000010001001
Before	10000000101110101
canst	10000001001100100
right	10000000011101010
often	10000001011001110
people	10000000101110001
Pray	10000000110011110
Since	10000001000101110
some	10000000000101011
back	10000000011010100
dead	10000000001111111
Mark	10000001101000011
hair	10000001011101000
born	10000000111000011
ROSALIND	10000000101101101
rage	10000001011100001
Master	10000000011100011
sight	10000000110110101
respect	10000001101100010
dear	10000000010100110
home	10000000011011111
pale	10000001010110001
ourselves	10000001100100000
LEONTES	10000001010000001
KING	10000000000100101
CYMBELINE	10000001100100010
lead	10000001010111111
AGUECHEEK	10000001110100000
shall	10000000000001000
moon	10000001011001000
Pompey	10000001110011011
quickly	10000001110010111
does	10000000100001100
passion	10000001100110000
Nothing	10000001110001101
Doth	10000001011000110
Earl	10000001101111000
Talbot	10000001110100100
noise	10000001100100110
patient	10000001111011001
Look	10000000100100001
business	10000000101010010
lose	10000000110110010
Lucius	10000001100111001
worthy	10000000110111100
Emperor	10000001110110000
throw	10000001110111100
spoke	10000001010001101
faith	10000000011110001
about	10000000011000110
Sweet	10000001001101111
anything	10000001101010110
army	10000001111010101
ETEXT	10000000110010011
dinner	10000001110011101
swear	10000000101000001
stand	10000000010001100
knave	10000001000001001
tongue	10000000010101100
book	10000001101000110
PORTIA	10000001001001001
ladies	10000001100111100
Pedro	10000001001000001
letters	10000001010111010
SERVICE	10000000110100000
presence	10000001101001010
into	10000000001110000
within	10000000011010101
bound	10000001000001010
ANTONIO	10000001000000000
down	10000000001011110
lies	10000000101100010
guard	10000001100110101
promise	10000001100110111
COSTARD	10000001101010100
SEBASTIAN	10000001011010001
your	10000000000000010
behind	10000001011111100
liege	10000001010000000
Unless	10000001110110100
ELIZABETH	10000001100000001
Though	10000000101010000
there	10000000000011101
Upon	10000000011100110
SCENE	10000000001011010
long	10000000010010111
fight	10000000100011110
suit	10000001001101100
forward	10000001111100011
BEROWNE	10000001000010011
SYRACUSE	10000000101011000
Come	10000000000111001
happy	10000000111010001
SENATOR	10000001111100111
head	10000000001111100
only	10000000100110100
form	10000001100000111
offer	10000001100111101
crown	10000000100000001
Well	10000000001101011
Most	10000000111000000
taken	10000001110111010
measure	10000001111100100
hear	10000000001000101
OTHERS	10000000101101011
with	10000000000000001
Mistress	10000001001100001
counsel	10000001010100011
made	10000000001000110
wise	10000001000110011
SOLDIER	10000001011011010
wish	10000000100111000
lips	10000001010010100
Leon	10000001011001111
WILLIAM	10000000100110011
fetch	10000001101001000
MESSENGER	10000000101100011
loving	10000001011101110
issue	10000001100010111
Kate	10000001100011110
gone	10000000010010101
EMILIA	10000001100010010
TRANIO	10000001100110011
certain	10000001000011001
IACHIMO	10000001111000001
deep	10000001001100111
fellow	10000000011111011
FALSTAFF	10000000011000111
Edward	10000000110111000
SHAKESPEARE	10000000110000101
deed	10000001001010010
CLARENCE	10000001100000000
again	10000000001001001
Shall	10000000010001010
peace	10000000010110011
when	10000000000101000
green	10000001111010111
ILLINOIS	10000000110010100
DUCHESS	10000001011100101
field	10000000111001101
other	10000000001001110
Know	10000001110100011
sick	10000001000010010
Whom	10000001110110101
SHYLOCK	10000001110110011
behold	10000001011011100
enemies	10000001100001111
Lady	10000000111100011
TITUS	10000001000000101
mock	10000001011110011
poor	10000000001110001
draw	10000001000000011
Like	10000000111001100
living	10000001011010101
welcome	10000000100011101
stay	10000000010111110
APEMANTUS	10000001100010001
chance	10000001101000111
fell	10000001011010100
friends	10000000010001111
Page	10000001101000100
died	10000001101011000
grief	10000000101110011
land	10000000101110111
longer	10000001100100100
Majesty	10000000110110001
wife	10000000010000101
Thus	10000000111101111
together	10000000101000010
VALENTINE	10000001000011011
entreat	10000001100101100
time	10000000000101111
understand	10000001101110010
PETRUCHIO	10000000111111010
having	10000001011001011
once	10000000010111101
00101011100110100100110110000110110000110100100110000100110110100101001100110100000110000100110101100110010100111001100111000000110010100110000100111001000110010100111011100110000100111001100110000100110111010000001000101011001110000001101111001100101001110100001100001001101110001100100001110000001101100001100001001111001001110111001110010001101001001100111001101000001110100000101100000100000001110111001101001001100100001100101001101100001111001001110010001100101001100111001100001001110010001100100001100101001100100001100001001110011001110100001101000001100101001100111001110010001100101001100001001110100001100101001110011001110100001110111001110010001101001001110100001100101001110010001101001001101110001110100001101000001100101100000010001010110011011000011000010011011100011001110011101010011000010011001110011001010011000010011011100011001000011101000011010000011001010011101110011011110011100100011011000011001000001001110011100110001000000011100000011100100011001010001011010011001010011011010011010010011011100011001010011011100011101000001000000011001000011100100011000010011011010011000010011101000011010010011100110011101000001011100001000000010010000011001010011010010011100111000000101100111000110001100110000100110110000110110000110010100110010000100010100110111000110011100110110000110000100110111000110010000010011100111001100010000000110111000110000100111010000110100100110111100110111000110000100110110000111000000110111100110010100111010000110000100110111000110010000111010000110100000110010100010001000100001000110000100111001000110010000010000000110111100110011000100000100111011000110111100110111000010001000010111000010000000100100000110100100111001100110010100111100000111010000110000100110111000111010000111011100110111100111001000110101100111001100010110000010000000110100100110111000110001100110110000111010100110010000110100100110111000110011110000000000101011001100011001101111001101100001101100001100001001100010001101111001110010001100001001110100001101001001101111001101110001110011000101100000100000001100011001101111001101110001110011001101001001110011001110100001101111001100110100000000110001100001100110001110000001000000011100000011011000011000010011110010011100110001011000001000000001100010001101010001101000001000000011100110011011110011011100011011100011001010011101000011100110001011000001000000011101000011101110011011111000000001001011100110111000110000100111001000111001000110000100111010000110100100111011000110010100111000000110111100110010100110110100111001100010110000010000000110000100110111000110010000110000100110011000110010100111011110000000001001110001110110001100101001110010001110011001100101001110011000101100000100000001110100001101000001100101001100001001110101001110100001101000001101111001110010001110011001101000001101001001110000001101111001100110100000000001010110011011110011001101000000000010001000110100100111001100111010100110111000110001100110010100111001000111010000110000100110100100110111000010111000010000000100100000110100100111001100111000000110110000110000100111100100111001110000000000000100100000000010100010011101000011100100011000010011011100011100110011011000011000010011101000011001010011001001000000000111000010000000010010010001101101001100001001101010001101111001110010100000010110101010011011000011000010011011100011001110011101010011000010011001110011001010011000010011011100011001000011000010011100100011001010011100000011001010011100100011001100011011110011100100011011010011001010011001001000000000000111110000001011001110100000000000111111000000001000111000110111100110011000110000100110111000111100110000000001001110001110000001101100001100001001111001001110111001110010001101001001100111001101000001110100000101110000100000
